registro_tipo,origem_fisica,localizacao,nome_arquivo,extensao,tamanho_bytes,periodo_snapshot,disponibilidade,familia_dado,classificacao_dado,linha_principal,linhas_aplicaveis,natureza,entidade_basica,granularidade,campos_chave_esperados,campos_status_esperados,campos_basicos_esperados,dados_pessoais_lgpd,fundamentacao,confianca_classificacao,usa_mcmv_financiada,usa_mcmv_cidades,usa_pro_moradia,usa_classe_media
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/Arquivados/MCMV_CIDADES_EMENDAS_2025_09_05.xlsx,MCMV_CIDADES_EMENDAS_2025_09_05.xlsx,.xlsx,1027693,2025-09-05,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/Arquivados/MCMV_CIDADES_EMENDAS_2025_09_12.xlsx,MCMV_CIDADES_EMENDAS_2025_09_12.xlsx,.xlsx,1044464,2025-09-12,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/Arquivados/MCMV_CIDADES_EMENDAS_2025_09_19.xlsx,MCMV_CIDADES_EMENDAS_2025_09_19.xlsx,.xlsx,1076242,2025-09-19,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/Arquivados/MCMV_CIDADES_EMENDAS_2025_09_29.xlsx,MCMV_CIDADES_EMENDAS_2025_09_29.xlsx,.xlsx,1120982,2025-09-29,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/Arquivados/MCMV_CIDADES_EMENDAS_2025_10_03.xlsx,MCMV_CIDADES_EMENDAS_2025_10_03.xlsx,.xlsx,1123850,2025-10-03,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/Arquivados/MCMV_CIDADES_EMENDAS_2025_10_10.xlsx,MCMV_CIDADES_EMENDAS_2025_10_10.xlsx,.xlsx,1146330,2025-10-10,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/Arquivados/MCMV_CIDADES_EMENDAS_2025_10_17.xlsx,MCMV_CIDADES_EMENDAS_2025_10_17.xlsx,.xlsx,1374847,2025-10-17,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/Arquivados/MCMV_CIDADES_EMENDAS_2025_10_24.xlsx,MCMV_CIDADES_EMENDAS_2025_10_24.xlsx,.xlsx,1400888,2025-10-24,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/Arquivados/MCMV_CIDADES_EMENDAS_2025_10_31.xlsx,MCMV_CIDADES_EMENDAS_2025_10_31.xlsx,.xlsx,1388670,2025-10-31,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/Arquivados/MCMV_CIDADES_EMENDAS_2025_11_07.xlsx,MCMV_CIDADES_EMENDAS_2025_11_07.xlsx,.xlsx,1407503,2025-11-07,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/Arquivados/MCMV_CIDADES_EMENDAS_2025_11_14.xlsx,MCMV_CIDADES_EMENDAS_2025_11_14.xlsx,.xlsx,1429459,2025-11-14,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/Arquivados/MCMV_CIDADES_EMENDAS_2025_11_21.xlsx,MCMV_CIDADES_EMENDAS_2025_11_21.xlsx,.xlsx,1499225,2025-11-21,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/Arquivados/MCMV_CIDADES_EMENDAS_2025_11_28.xlsx,MCMV_CIDADES_EMENDAS_2025_11_28.xlsx,.xlsx,1487778,2025-11-28,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/Arquivados/MCMV_CIDADES_EMENDAS_2025_12_05.xlsx,MCMV_CIDADES_EMENDAS_2025_12_05.xlsx,.xlsx,1537796,2025-12-05,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/Arquivados/MCMV_CIDADES_EMENDAS_2025_12_12.xlsx,MCMV_CIDADES_EMENDAS_2025_12_12.xlsx,.xlsx,1533781,2025-12-12,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/Arquivados/MCMV_CIDADES_EMENDAS_2025_12_26.xlsx,MCMV_CIDADES_EMENDAS_2025_12_26.xlsx,.xlsx,1601526,2025-12-26,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/Arquivados/MCMV_CIDADES_EMENDAS_2026_01_16.xlsx,MCMV_CIDADES_EMENDAS_2026_01_16.xlsx,.xlsx,1668308,2026-01-16,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/Arquivados/MCMV_CIDADES_EMENDAS_2026_01_23.xlsx,MCMV_CIDADES_EMENDAS_2026_01_23.xlsx,.xlsx,1668308,2026-01-23,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/Arquivados/MCMV_CIDADES_EMENDAS_2026_01_30.xlsx,MCMV_CIDADES_EMENDAS_2026_01_30.xlsx,.xlsx,1703963,2026-01-30,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/Arquivados/MCMV_CIDADES_EMENDAS_2026_02_13.xlsx,MCMV_CIDADES_EMENDAS_2026_02_13.xlsx,.xlsx,1731686,2026-02-13,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/MCMV_CIDADES_EMENDAS_2026_02_20.xlsx,MCMV_CIDADES_EMENDAS_2026_02_20.xlsx,.xlsx,1746779,2026-02-20,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/MCMV_CIDADES_EMENDAS_2026_03_13.xlsx,MCMV_CIDADES_EMENDAS_2026_03_13.xlsx,.xlsx,1789133,2026-03-13,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/MCMV_CIDADES_EMENDAS_2026_03_20.xlsx,MCMV_CIDADES_EMENDAS_2026_03_20.xlsx,.xlsx,1798094,2026-03-20,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/MCMV_CIDADES_EMENDAS_2026_04_30.xlsx,MCMV_CIDADES_EMENDAS_2026_04_30.xlsx,.xlsx,1881121,2026-04-30,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/MCMV_CIDADES_EMENDAS_2026_05_08.xlsx,MCMV_CIDADES_EMENDAS_2026_05_08.xlsx,.xlsx,1888011,2026-05-08,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/MCMV_CIDADES_EMENDAS_2026_05_13.xlsx,MCMV_CIDADES_EMENDAS_2026_05_13.xlsx,.xlsx,1978847,2026-05-13,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sharepoint,raw/sharepoint/Canal FGTS/MCMV_CIDADES_EMENDAS_2026_05_20.xlsx,MCMV_CIDADES_EMENDAS_2026_05_20.xlsx,.xlsx,1919642,2026-05-20,minio,mcmv_cidades,contratos/operações MCMV Cidades,mcmv_cidades,mcmv_cidades,financiada,contrato_operacao_ente_publico,contrato/operação ou agregado municipal por snapshot,número contrato/operação; tomador/ente público; IBGE,programa; subprograma; modalidade; linha; PF/PMCMV/cotista,"contratação; município; ente; valores de financiamento, FGTS, descontos e contrapartidas",predominantemente institucional; revisar colunas adicionais,Nome e dicionário identificam MCMV Cidades/Emendas e contratos com entes públicos.,alta,False,True,False,False
dado,minio_sftp,raw/sftp/caixa.geavo/GEAVO/Base_PF_FGTS_20260107.txt,Base_PF_FGTS_20260107.txt,.txt,2146105696,2026-01-07,minio,base_pf_fgts,financiamentos PF FGTS,mcmv_financiada,mcmv_financiada;classe_media,financiada,contrato_pessoa_fisica,contrato/operação PF por snapshot,NU_APF; NU_CONTRATO; CPF/CNPJ mutuário; IBGE,FAIXA; ORIGEM; TP_ORCAMENTO; COTISTA; tipo de imóvel; amortização,assinatura; movimento; agente; município; faixa; compra; renda; empréstimo; descontos/equilíbrio FGTS e OGU; juros,"sim: nome, CPF/CNPJ, nascimento, sexo, estado civil e CEP","Base PF FGTS; Classe Média é identificada em TP_ORCAMENTO e/ou faixa, não apenas pelo nome do arquivo.",alta,True,False,False,True
dado,minio_sftp,raw/sftp/caixa.geavo/GEAVO/Base_PF_FGTS_20260207.txt,Base_PF_FGTS_20260207.txt,.txt,2152848116,2026-02-07,minio,base_pf_fgts,financiamentos PF FGTS,mcmv_financiada,mcmv_financiada;classe_media,financiada,contrato_pessoa_fisica,contrato/operação PF por snapshot,NU_APF; NU_CONTRATO; CPF/CNPJ mutuário; IBGE,FAIXA; ORIGEM; TP_ORCAMENTO; COTISTA; tipo de imóvel; amortização,assinatura; movimento; agente; município; faixa; compra; renda; empréstimo; descontos/equilíbrio FGTS e OGU; juros,"sim: nome, CPF/CNPJ, nascimento, sexo, estado civil e CEP","Base PF FGTS; Classe Média é identificada em TP_ORCAMENTO e/ou faixa, não apenas pelo nome do arquivo.",alta,True,False,False,True
dado,minio_sftp,raw/sftp/caixa.geavo/GEAVO/Base_PF_FGTS_20260307.txt,Base_PF_FGTS_20260307.txt,.txt,2161534486,2026-03-07,minio,base_pf_fgts,financiamentos PF FGTS,mcmv_financiada,mcmv_financiada;classe_media,financiada,contrato_pessoa_fisica,contrato/operação PF por snapshot,NU_APF; NU_CONTRATO; CPF/CNPJ mutuário; IBGE,FAIXA; ORIGEM; TP_ORCAMENTO; COTISTA; tipo de imóvel; amortização,assinatura; movimento; agente; município; faixa; compra; renda; empréstimo; descontos/equilíbrio FGTS e OGU; juros,"sim: nome, CPF/CNPJ, nascimento, sexo, estado civil e CEP","Base PF FGTS; Classe Média é identificada em TP_ORCAMENTO e/ou faixa, não apenas pelo nome do arquivo.",alta,True,False,False,True
dado,minio_sftp,raw/sftp/caixa.geavo/GEAVO/Base_PF_FGTS_20260407.txt,Base_PF_FGTS_20260407.txt,.txt,2171471952,2026-04-07,minio,base_pf_fgts,financiamentos PF FGTS,mcmv_financiada,mcmv_financiada;classe_media,financiada,contrato_pessoa_fisica,contrato/operação PF por snapshot,NU_APF; NU_CONTRATO; CPF/CNPJ mutuário; IBGE,FAIXA; ORIGEM; TP_ORCAMENTO; COTISTA; tipo de imóvel; amortização,assinatura; movimento; agente; município; faixa; compra; renda; empréstimo; descontos/equilíbrio FGTS e OGU; juros,"sim: nome, CPF/CNPJ, nascimento, sexo, estado civil e CEP","Base PF FGTS; Classe Média é identificada em TP_ORCAMENTO e/ou faixa, não apenas pelo nome do arquivo.",alta,True,False,False,True
dado,minio_sftp,raw/sftp/caixa.geavo/GEAVO/Base_PF_FGTS_20260507.txt,Base_PF_FGTS_20260507.txt,.txt,2179851755,2026-05-07,minio,base_pf_fgts,financiamentos PF FGTS,mcmv_financiada,mcmv_financiada;classe_media,financiada,contrato_pessoa_fisica,contrato/operação PF por snapshot,NU_APF; NU_CONTRATO; CPF/CNPJ mutuário; IBGE,FAIXA; ORIGEM; TP_ORCAMENTO; COTISTA; tipo de imóvel; amortização,assinatura; movimento; agente; município; faixa; compra; renda; empréstimo; descontos/equilíbrio FGTS e OGU; juros,"sim: nome, CPF/CNPJ, nascimento, sexo, estado civil e CEP","Base PF FGTS; Classe Média é identificada em TP_ORCAMENTO e/ou faixa, não apenas pelo nome do arquivo.",alta,True,False,False,True
dado,minio_sftp,raw/sftp/caixa.geavo/GEAVO/Base_PF_FGTS_20260607.txt,Base_PF_FGTS_20260607.txt,.txt,2189855964,2026-06-07,minio,base_pf_fgts,financiamentos PF FGTS,mcmv_financiada,mcmv_financiada;classe_media,financiada,contrato_pessoa_fisica,contrato/operação PF por snapshot,NU_APF; NU_CONTRATO; CPF/CNPJ mutuário; IBGE,FAIXA; ORIGEM; TP_ORCAMENTO; COTISTA; tipo de imóvel; amortização,assinatura; movimento; agente; município; faixa; compra; renda; empréstimo; descontos/equilíbrio FGTS e OGU; juros,"sim: nome, CPF/CNPJ, nascimento, sexo, estado civil e CEP","Base PF FGTS; Classe Média é identificada em TP_ORCAMENTO e/ou faixa, não apenas pelo nome do arquivo.",alta,True,False,False,True
dado,minio_sftp,raw/sftp/caixa.geavo/GEAVO/Base_PF_FGTS_20260707.txt,Base_PF_FGTS_20260707.txt,.txt,2199438644,2026-07-07,minio,base_pf_fgts,financiamentos PF FGTS,mcmv_financiada,mcmv_financiada;classe_media,financiada,contrato_pessoa_fisica,contrato/operação PF por snapshot,NU_APF; NU_CONTRATO; CPF/CNPJ mutuário; IBGE,FAIXA; ORIGEM; TP_ORCAMENTO; COTISTA; tipo de imóvel; amortização,assinatura; movimento; agente; município; faixa; compra; renda; empréstimo; descontos/equilíbrio FGTS e OGU; juros,"sim: nome, CPF/CNPJ, nascimento, sexo, estado civil e CEP","Base PF FGTS; Classe Média é identificada em TP_ORCAMENTO e/ou faixa, não apenas pelo nome do arquivo.",alta,True,False,False,True
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PF_FGTS_200106.txt,Base_PF_FGTS_200106.txt,.txt,711381868,2001-06,minio,base_pf_fgts,financiamentos PF FGTS,mcmv_financiada,mcmv_financiada;classe_media,financiada,contrato_pessoa_fisica,contrato/operação PF por snapshot,NU_APF; NU_CONTRATO; CPF/CNPJ mutuário; IBGE,FAIXA; ORIGEM; TP_ORCAMENTO; COTISTA; tipo de imóvel; amortização,assinatura; movimento; agente; município; faixa; compra; renda; empréstimo; descontos/equilíbrio FGTS e OGU; juros,"sim: nome, CPF/CNPJ, nascimento, sexo, estado civil e CEP","Base PF FGTS; Classe Média é identificada em TP_ORCAMENTO e/ou faixa, não apenas pelo nome do arquivo.",alta,True,False,False,True
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PF_FGTS_20200206.txt,Base_PF_FGTS_20200206.txt,.txt,804217607,2020-02-06,minio,base_pf_fgts,financiamentos PF FGTS,mcmv_financiada,mcmv_financiada;classe_media,financiada,contrato_pessoa_fisica,contrato/operação PF por snapshot,NU_APF; NU_CONTRATO; CPF/CNPJ mutuário; IBGE,FAIXA; ORIGEM; TP_ORCAMENTO; COTISTA; tipo de imóvel; amortização,assinatura; movimento; agente; município; faixa; compra; renda; empréstimo; descontos/equilíbrio FGTS e OGU; juros,"sim: nome, CPF/CNPJ, nascimento, sexo, estado civil e CEP","Base PF FGTS; Classe Média é identificada em TP_ORCAMENTO e/ou faixa, não apenas pelo nome do arquivo.",alta,True,False,False,True
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PF_FGTS_20200305.txt,Base_PF_FGTS_20200305.txt,.txt,692319316,2020-03-05,minio,base_pf_fgts,financiamentos PF FGTS,mcmv_financiada,mcmv_financiada;classe_media,financiada,contrato_pessoa_fisica,contrato/operação PF por snapshot,NU_APF; NU_CONTRATO; CPF/CNPJ mutuário; IBGE,FAIXA; ORIGEM; TP_ORCAMENTO; COTISTA; tipo de imóvel; amortização,assinatura; movimento; agente; município; faixa; compra; renda; empréstimo; descontos/equilíbrio FGTS e OGU; juros,"sim: nome, CPF/CNPJ, nascimento, sexo, estado civil e CEP","Base PF FGTS; Classe Média é identificada em TP_ORCAMENTO e/ou faixa, não apenas pelo nome do arquivo.",alta,True,False,False,True
dado,minio_sftp,raw/sftp/fabrica/GEFUS/ANTERIORES/Base_PF_FGTS_20200413.txt,Base_PF_FGTS_20200413.txt,.txt,698786580,2020-04-13,minio,base_pf_fgts,financiamentos PF FGTS,mcmv_financiada,mcmv_financiada;classe_media,financiada,contrato_pessoa_fisica,contrato/operação PF por snapshot,NU_APF; NU_CONTRATO; CPF/CNPJ mutuário; IBGE,FAIXA; ORIGEM; TP_ORCAMENTO; COTISTA; tipo de imóvel; amortização,assinatura; movimento; agente; município; faixa; compra; renda; empréstimo; descontos/equilíbrio FGTS e OGU; juros,"sim: nome, CPF/CNPJ, nascimento, sexo, estado civil e CEP","Base PF FGTS; Classe Média é identificada em TP_ORCAMENTO e/ou faixa, não apenas pelo nome do arquivo.",alta,True,False,False,True
